"startdate","category","A0","B0","enddate","D0","E0","F0","pres","knownDate","presparty"
NA,NA,45,49,2014-04-19,NA,NA,NA,"Obama",2014-04-21,"D"
NA,NA,45,49,2014-04-18,NA,NA,NA,"Obama",2014-04-19,"D"
NA,NA,43,50,2014-04-17,NA,NA,NA,"Obama",2014-04-18,"D"
NA,NA,42,51,2014-04-16,NA,NA,NA,"Obama",2014-04-17,"D"
NA,NA,42,52,2014-04-15,NA,NA,NA,"Obama",2014-04-17,"D"
NA,NA,43,51,2014-04-14,NA,NA,NA,"Obama",2014-04-15,"D"
NA,NA,44,50,2014-04-13,NA,NA,NA,"Obama",2014-04-15,"D"
NA,NA,43,51,2014-04-12,NA,NA,NA,"Obama",2014-04-13,"D"
NA,NA,43,51,2014-04-11,NA,NA,NA,"Obama",2014-04-12,"D"
NA,NA,42,52,2014-04-10,NA,NA,NA,"Obama",2014-04-12,"D"
NA,NA,42,52,2014-04-09,NA,NA,NA,"Obama",2014-04-11,"D"
NA,NA,44,51,2014-04-08,NA,NA,NA,"Obama",2014-04-10,"D"
NA,NA,44,51,2014-04-07,NA,NA,NA,"Obama",2014-04-09,"D"
NA,NA,44,52,2014-04-06,NA,NA,NA,"Obama",2014-04-08,"D"
NA,NA,42,53,2014-04-05,NA,NA,NA,"Obama",2014-04-07,"D"
NA,NA,43,53,2014-04-04,NA,NA,NA,"Obama",2014-04-06,"D"
NA,NA,45,50,2014-04-03,NA,NA,NA,"Obama",2014-04-05,"D"
NA,NA,45,50,2014-04-02,NA,NA,NA,"Obama",2014-04-04,"D"
NA,NA,44,50,2014-04-01,NA,NA,NA,"Obama",2014-04-03,"D"
NA,NA,44,51,2014-03-31,NA,NA,NA,"Obama",2014-04-02,"D"
NA,NA,45,50,2014-03-30,NA,NA,NA,"Obama",2014-04-01,"D"
NA,NA,43,52,2014-03-29,NA,NA,NA,"Obama",2014-03-31,"D"
NA,NA,43,52,2014-03-28,NA,NA,NA,"Obama",2014-03-30,"D"
NA,NA,40,54,2014-03-27,NA,NA,NA,"Obama",2014-03-29,"D"
NA,NA,42,53,2014-03-26,NA,NA,NA,"Obama",2014-03-28,"D"
NA,NA,42,52,2014-03-25,NA,NA,NA,"Obama",2014-03-27,"D"
NA,NA,45,50,2014-03-24,NA,NA,NA,"Obama",2014-03-26,"D"
NA,NA,44,51,2014-03-23,NA,NA,NA,"Obama",2014-03-25,"D"
NA,NA,43,53,2014-03-22,NA,NA,NA,"Obama",2014-03-24,"D"
NA,NA,40,55,2014-03-21,NA,NA,NA,"Obama",2014-03-23,"D"
NA,NA,43,52,2014-03-20,NA,NA,NA,"Obama",2014-03-22,"D"
NA,NA,45,49,2014-03-19,NA,NA,NA,"Obama",2014-03-21,"D"
NA,NA,45,49,2014-03-18,NA,NA,NA,"Obama",2014-03-20,"D"
NA,NA,41,52,2014-03-17,NA,NA,NA,"Obama",2014-03-19,"D"
NA,NA,40,55,2014-03-16,NA,NA,NA,"Obama",2014-03-18,"D"
NA,NA,40,54,2014-03-15,NA,NA,NA,"Obama",2014-03-17,"D"
NA,NA,39,55,2014-03-14,NA,NA,NA,"Obama",2014-03-16,"D"
NA,NA,40,54,2014-03-13,NA,NA,NA,"Obama",2014-03-15,"D"
NA,NA,41,54,2014-03-12,NA,NA,NA,"Obama",2014-03-14,"D"
NA,NA,43,52,2014-03-11,NA,NA,NA,"Obama",2014-03-13,"D"
NA,NA,45,51,2014-03-10,NA,NA,NA,"Obama",2014-03-12,"D"
NA,NA,45,51,2014-03-09,NA,NA,NA,"Obama",2014-03-11,"D"
NA,NA,45,51,2014-03-08,NA,NA,NA,"Obama",2014-03-10,"D"
NA,NA,42,55,2014-03-06,NA,NA,NA,"Obama",2014-03-08,"D"
NA,NA,41,55,2014-03-05,NA,NA,NA,"Obama",2014-03-07,"D"
NA,NA,42,54,2014-03-04,NA,NA,NA,"Obama",2014-03-06,"D"
NA,NA,43,52,2014-03-03,NA,NA,NA,"Obama",2014-03-05,"D"
NA,NA,42,54,2014-03-02,NA,NA,NA,"Obama",2014-03-04,"D"
NA,NA,40,56,2014-03-01,NA,NA,NA,"Obama",2014-03-03,"D"
NA,NA,40,56,2014-02-28,NA,NA,NA,"Obama",2014-03-02,"D"
NA,NA,42,54,2014-02-27,NA,NA,NA,"Obama",2014-03-01,"D"
NA,NA,42,54,2014-02-26,NA,NA,NA,"Obama",2014-02-28,"D"
NA,NA,43,54,2014-02-25,NA,NA,NA,"Obama",2014-02-27,"D"
NA,NA,44,53,2014-02-24,NA,NA,NA,"Obama",2014-02-26,"D"
NA,NA,44,52,2014-02-23,NA,NA,NA,"Obama",2014-02-25,"D"
NA,NA,44,51,2014-02-22,NA,NA,NA,"Obama",2014-02-24,"D"
NA,NA,44,51,2014-02-21,NA,NA,NA,"Obama",2014-02-23,"D"
NA,NA,45,50,2014-02-20,NA,NA,NA,"Obama",2014-02-22,"D"
NA,NA,46,50,2014-02-19,NA,NA,NA,"Obama",2014-02-21,"D"
NA,NA,44,50,2014-02-18,NA,NA,NA,"Obama",2014-02-20,"D"
NA,NA,42,52,2014-02-17,NA,NA,NA,"Obama",2014-02-19,"D"
NA,NA,41,53,2014-02-16,NA,NA,NA,"Obama",2014-02-18,"D"
NA,NA,41,53,2014-02-15,NA,NA,NA,"Obama",2014-02-17,"D"
NA,NA,40,52,2014-02-14,NA,NA,NA,"Obama",2014-02-16,"D"
NA,NA,40,52,2014-02-13,NA,NA,NA,"Obama",2014-02-15,"D"
NA,NA,39,51,2014-02-12,NA,NA,NA,"Obama",2014-02-14,"D"
NA,NA,40,51,2014-02-11,NA,NA,NA,"Obama",2014-02-13,"D"
NA,NA,42,50,2014-02-10,NA,NA,NA,"Obama",2014-02-12,"D"
NA,NA,42,51,2014-02-09,NA,NA,NA,"Obama",2014-02-11,"D"
NA,NA,41,51,2014-02-08,NA,NA,NA,"Obama",2014-02-10,"D"
NA,NA,39,52,2014-02-07,NA,NA,NA,"Obama",2014-02-09,"D"
NA,NA,40,51,2014-02-06,NA,NA,NA,"Obama",2014-02-08,"D"
NA,NA,41,50,2014-02-05,NA,NA,NA,"Obama",2014-02-07,"D"
NA,NA,40,51,2014-02-03,NA,NA,NA,"Obama",2014-02-05,"D"
NA,NA,41,51,2014-02-01,NA,NA,NA,"Obama",2014-02-03,"D"
NA,NA,42,51,2014-01-31,NA,NA,NA,"Obama",2014-02-02,"D"
NA,NA,43,50,2014-01-30,NA,NA,NA,"Obama",2014-02-01,"D"
NA,NA,42,49,2014-01-29,NA,NA,NA,"Obama",2014-01-31,"D"
NA,NA,41,50,2014-01-28,NA,NA,NA,"Obama",2014-01-30,"D"
NA,NA,41,50,2014-01-27,NA,NA,NA,"Obama",2014-01-29,"D"
NA,NA,41,52,2014-01-26,NA,NA,NA,"Obama",2014-01-28,"D"
NA,NA,42,51,2014-01-25,NA,NA,NA,"Obama",2014-01-27,"D"
NA,NA,43,50,2014-01-24,NA,NA,NA,"Obama",2014-01-26,"D"
NA,NA,43,49,2014-01-23,NA,NA,NA,"Obama",2014-01-25,"D"
NA,NA,42,49,2014-01-22,NA,NA,NA,"Obama",2014-01-24,"D"
NA,NA,42,49,2014-01-21,NA,NA,NA,"Obama",2014-01-23,"D"
NA,NA,41,50,2014-01-20,NA,NA,NA,"Obama",2014-01-22,"D"
NA,NA,40,51,2014-01-19,NA,NA,NA,"Obama",2014-01-21,"D"
NA,NA,40,52,2014-01-18,NA,NA,NA,"Obama",2014-01-20,"D"
NA,NA,39,53,2014-01-17,NA,NA,NA,"Obama",2014-01-19,"D"
NA,NA,39,53,2014-01-16,NA,NA,NA,"Obama",2014-01-18,"D"
NA,NA,39,53,2014-01-15,NA,NA,NA,"Obama",2014-01-17,"D"
NA,NA,40,52,2014-01-14,NA,NA,NA,"Obama",2014-01-16,"D"
NA,NA,40,53,2014-01-13,NA,NA,NA,"Obama",2014-01-15,"D"
NA,NA,42,51,2014-01-12,NA,NA,NA,"Obama",2014-01-14,"D"
NA,NA,43,51,2014-01-11,NA,NA,NA,"Obama",2014-01-13,"D"
NA,NA,42,50,2014-01-10,NA,NA,NA,"Obama",2014-01-12,"D"
NA,NA,42,50,2014-01-09,NA,NA,NA,"Obama",2014-01-11,"D"
NA,NA,41,51,2014-01-08,NA,NA,NA,"Obama",2014-01-10,"D"
NA,NA,41,52,2014-01-07,NA,NA,NA,"Obama",2014-01-09,"D"
NA,NA,41,53,2014-01-06,NA,NA,NA,"Obama",2014-01-08,"D"
NA,NA,41,53,2014-01-05,NA,NA,NA,"Obama",2014-01-07,"D"
NA,NA,40,53,2014-01-04,NA,NA,NA,"Obama",2014-01-06,"D"
NA,NA,40,53,2014-01-03,NA,NA,NA,"Obama",2014-01-05,"D"
NA,NA,42,50,2014-01-02,NA,NA,NA,"Obama",2014-01-04,"D"
NA,NA,44,49,2013-12-29,NA,NA,NA,"Obama",2013-12-31,"D"
NA,NA,44,49,2013-12-28,NA,NA,NA,"Obama",2013-12-30,"D"
NA,NA,42,52,2013-12-27,NA,NA,NA,"Obama",2013-12-29,"D"
NA,NA,40,53,2013-12-26,NA,NA,NA,"Obama",2013-12-28,"D"
NA,NA,39,54,2013-12-23,NA,NA,NA,"Obama",2013-12-25,"D"
NA,NA,40,53,2013-12-22,NA,NA,NA,"Obama",2013-12-24,"D"
NA,NA,40,53,2013-12-21,NA,NA,NA,"Obama",2013-12-23,"D"
NA,NA,40,52,2013-12-20,NA,NA,NA,"Obama",2013-12-22,"D"
NA,NA,40,52,2013-12-19,NA,NA,NA,"Obama",2013-12-21,"D"
NA,NA,41,51,2013-12-18,NA,NA,NA,"Obama",2013-12-20,"D"
NA,NA,42,50,2013-12-17,NA,NA,NA,"Obama",2013-12-19,"D"
NA,NA,41,50,2013-12-16,NA,NA,NA,"Obama",2013-12-18,"D"
NA,NA,41,50,2013-12-15,NA,NA,NA,"Obama",2013-12-17,"D"
NA,NA,41,51,2013-12-14,NA,NA,NA,"Obama",2013-12-16,"D"
NA,NA,41,50,2013-12-13,NA,NA,NA,"Obama",2013-12-15,"D"
NA,NA,42,49,2013-12-12,NA,NA,NA,"Obama",2013-12-14,"D"
NA,NA,42,49,2013-12-11,NA,NA,NA,"Obama",2013-12-13,"D"
NA,NA,41,49,2013-12-10,NA,NA,NA,"Obama",2013-12-12,"D"
NA,NA,40,51,2013-12-09,NA,NA,NA,"Obama",2013-12-11,"D"
NA,NA,41,50,2013-12-08,NA,NA,NA,"Obama",2013-12-10,"D"
NA,NA,42,51,2013-12-06,NA,NA,NA,"Obama",2013-12-08,"D"
NA,NA,43,50,2013-12-05,NA,NA,NA,"Obama",2013-12-07,"D"
NA,NA,42,51,2013-12-04,NA,NA,NA,"Obama",2013-12-06,"D"
NA,NA,41,51,2013-12-03,NA,NA,NA,"Obama",2013-12-05,"D"
NA,NA,40,53,2013-12-02,NA,NA,NA,"Obama",2013-12-04,"D"
NA,NA,41,52,2013-12-01,NA,NA,NA,"Obama",2013-12-03,"D"
NA,NA,42,52,2013-11-30,NA,NA,NA,"Obama",2013-12-02,"D"
NA,NA,42,51,2013-11-29,NA,NA,NA,"Obama",2013-12-01,"D"
NA,NA,42,52,2013-11-27,NA,NA,NA,"Obama",2013-11-29,"D"
NA,NA,44,51,2013-11-26,NA,NA,NA,"Obama",2013-11-28,"D"
NA,NA,42,52,2013-11-25,NA,NA,NA,"Obama",2013-11-27,"D"
NA,NA,41,52,2013-11-24,NA,NA,NA,"Obama",2013-11-26,"D"
NA,NA,39,53,2013-11-23,NA,NA,NA,"Obama",2013-11-25,"D"
NA,NA,40,53,2013-11-22,NA,NA,NA,"Obama",2013-11-24,"D"
NA,NA,39,54,2013-11-21,NA,NA,NA,"Obama",2013-11-23,"D"
NA,NA,40,53,2013-11-19,NA,NA,NA,"Obama",2013-11-21,"D"
NA,NA,41,53,2013-11-18,NA,NA,NA,"Obama",2013-11-20,"D"
NA,NA,41,53,2013-11-17,NA,NA,NA,"Obama",2013-11-19,"D"
NA,NA,41,53,2013-11-16,NA,NA,NA,"Obama",2013-11-18,"D"
NA,NA,40,53,2013-11-15,NA,NA,NA,"Obama",2013-11-17,"D"
NA,NA,42,52,2013-11-14,NA,NA,NA,"Obama",2013-11-16,"D"
NA,NA,42,52,2013-11-13,NA,NA,NA,"Obama",2013-11-15,"D"
NA,NA,42,52,2013-11-12,NA,NA,NA,"Obama",2013-11-14,"D"
NA,NA,40,54,2013-11-11,NA,NA,NA,"Obama",2013-11-13,"D"
NA,NA,40,54,2013-11-10,NA,NA,NA,"Obama",2013-11-12,"D"
NA,NA,41,53,2013-11-09,NA,NA,NA,"Obama",2013-11-11,"D"
NA,NA,42,51,2013-11-08,NA,NA,NA,"Obama",2013-11-10,"D"
NA,NA,43,50,2013-11-07,NA,NA,NA,"Obama",2013-11-09,"D"
NA,NA,42,51,2013-11-06,NA,NA,NA,"Obama",2013-11-08,"D"
NA,NA,40,53,2013-11-05,NA,NA,NA,"Obama",2013-11-07,"D"
NA,NA,39,53,2013-11-04,NA,NA,NA,"Obama",2013-11-06,"D"
NA,NA,40,53,2013-11-03,NA,NA,NA,"Obama",2013-11-05,"D"
NA,NA,40,53,2013-11-02,NA,NA,NA,"Obama",2013-11-04,"D"
NA,NA,41,51,2013-11-01,NA,NA,NA,"Obama",2013-11-03,"D"
NA,NA,41,51,2013-10-30,NA,NA,NA,"Obama",2013-11-01,"D"
NA,NA,42,50,2013-10-29,NA,NA,NA,"Obama",2013-10-31,"D"
NA,NA,44,49,2013-10-28,NA,NA,NA,"Obama",2013-10-30,"D"
NA,NA,44,49,2013-10-27,NA,NA,NA,"Obama",2013-10-29,"D"
NA,NA,44,50,2013-10-26,NA,NA,NA,"Obama",2013-10-28,"D"
NA,NA,42,51,2013-10-25,NA,NA,NA,"Obama",2013-10-27,"D"
NA,NA,42,52,2013-10-24,NA,NA,NA,"Obama",2013-10-26,"D"
NA,NA,43,50,2013-10-23,NA,NA,NA,"Obama",2013-10-25,"D"
NA,NA,43,51,2013-10-22,NA,NA,NA,"Obama",2013-10-24,"D"
NA,NA,44,50,2013-10-21,NA,NA,NA,"Obama",2013-10-23,"D"
NA,NA,43,51,2013-10-20,NA,NA,NA,"Obama",2013-10-22,"D"
NA,NA,44,50,2013-10-19,NA,NA,NA,"Obama",2013-10-21,"D"
NA,NA,42,51,2013-10-18,NA,NA,NA,"Obama",2013-10-20,"D"
NA,NA,43,50,2013-10-17,NA,NA,NA,"Obama",2013-10-19,"D"
NA,NA,42,52,2013-10-16,NA,NA,NA,"Obama",2013-10-18,"D"
NA,NA,43,51,2013-10-15,NA,NA,NA,"Obama",2013-10-17,"D"
NA,NA,42,51,2013-10-14,NA,NA,NA,"Obama",2013-10-16,"D"
NA,NA,41,53,2013-10-13,NA,NA,NA,"Obama",2013-10-15,"D"
NA,NA,41,53,2013-10-12,NA,NA,NA,"Obama",2013-10-14,"D"
NA,NA,42,52,2013-10-11,NA,NA,NA,"Obama",2013-10-13,"D"
NA,NA,43,51,2013-10-10,NA,NA,NA,"Obama",2013-10-12,"D"
NA,NA,43,50,2013-10-09,NA,NA,NA,"Obama",2013-10-11,"D"
NA,NA,44,51,2013-10-08,NA,NA,NA,"Obama",2013-10-10,"D"
NA,NA,46,48,2013-10-07,NA,NA,NA,"Obama",2013-10-09,"D"
NA,NA,45,49,2013-10-06,NA,NA,NA,"Obama",2013-10-08,"D"
NA,NA,43,49,2013-10-05,NA,NA,NA,"Obama",2013-10-07,"D"
NA,NA,41,52,2013-10-04,NA,NA,NA,"Obama",2013-10-06,"D"
NA,NA,41,52,2013-10-03,NA,NA,NA,"Obama",2013-10-05,"D"
NA,NA,44,50,2013-10-02,NA,NA,NA,"Obama",2013-10-04,"D"
NA,NA,45,48,2013-10-01,NA,NA,NA,"Obama",2013-10-03,"D"
NA,NA,45,48,2013-09-30,NA,NA,NA,"Obama",2013-10-02,"D"
NA,NA,44,48,2013-09-29,NA,NA,NA,"Obama",2013-10-01,"D"
NA,NA,43,50,2013-09-28,NA,NA,NA,"Obama",2013-09-30,"D"
NA,NA,43,50,2013-09-27,NA,NA,NA,"Obama",2013-09-29,"D"
NA,NA,44,49,2013-09-26,NA,NA,NA,"Obama",2013-09-28,"D"
NA,NA,47,46,2013-09-25,NA,NA,NA,"Obama",2013-09-27,"D"
NA,NA,46,47,2013-09-24,NA,NA,NA,"Obama",2013-09-26,"D"
NA,NA,46,47,2013-09-23,NA,NA,NA,"Obama",2013-09-25,"D"
NA,NA,45,47,2013-09-22,NA,NA,NA,"Obama",2013-09-24,"D"
NA,NA,47,45,2013-09-21,NA,NA,NA,"Obama",2013-09-23,"D"
NA,NA,45,45,2013-09-20,NA,NA,NA,"Obama",2013-09-22,"D"
NA,NA,44,47,2013-09-19,NA,NA,NA,"Obama",2013-09-21,"D"
NA,NA,45,47,2013-09-18,NA,NA,NA,"Obama",2013-09-20,"D"
NA,NA,45,47,2013-09-17,NA,NA,NA,"Obama",2013-09-19,"D"
NA,NA,45,46,2013-09-16,NA,NA,NA,"Obama",2013-09-18,"D"
NA,NA,45,45,2013-09-15,NA,NA,NA,"Obama",2013-09-17,"D"
NA,NA,44,46,2013-09-14,NA,NA,NA,"Obama",2013-09-16,"D"
NA,NA,44,46,2013-09-13,NA,NA,NA,"Obama",2013-09-15,"D"
NA,NA,45,47,2013-09-12,NA,NA,NA,"Obama",2013-09-14,"D"
NA,NA,44,47,2013-09-11,NA,NA,NA,"Obama",2013-09-13,"D"
NA,NA,45,47,2013-09-10,NA,NA,NA,"Obama",2013-09-12,"D"
NA,NA,43,48,2013-09-09,NA,NA,NA,"Obama",2013-09-11,"D"
NA,NA,43,48,2013-09-08,NA,NA,NA,"Obama",2013-09-10,"D"
NA,NA,42,48,2013-09-07,NA,NA,NA,"Obama",2013-09-09,"D"
NA,NA,43,48,2013-09-06,NA,NA,NA,"Obama",2013-09-08,"D"
NA,NA,43,49,2013-09-05,NA,NA,NA,"Obama",2013-09-07,"D"
NA,NA,45,48,2013-09-04,NA,NA,NA,"Obama",2013-09-06,"D"
NA,NA,43,49,2013-09-03,NA,NA,NA,"Obama",2013-09-05,"D"
NA,NA,44,47,2013-09-02,NA,NA,NA,"Obama",2013-09-04,"D"
NA,NA,43,48,2013-09-01,NA,NA,NA,"Obama",2013-09-03,"D"
NA,NA,45,48,2013-08-31,NA,NA,NA,"Obama",2013-09-02,"D"
NA,NA,45,47,2013-08-30,NA,NA,NA,"Obama",2013-09-01,"D"
NA,NA,46,47,2013-08-29,NA,NA,NA,"Obama",2013-08-31,"D"
NA,NA,45,47,2013-08-28,NA,NA,NA,"Obama",2013-08-30,"D"
NA,NA,44,48,2013-08-27,NA,NA,NA,"Obama",2013-08-29,"D"
NA,NA,42,49,2013-08-26,NA,NA,NA,"Obama",2013-08-28,"D"
NA,NA,45,47,2013-08-25,NA,NA,NA,"Obama",2013-08-27,"D"
NA,NA,47,46,2013-08-24,NA,NA,NA,"Obama",2013-08-26,"D"
NA,NA,49,43,2013-08-23,NA,NA,NA,"Obama",2013-08-25,"D"
NA,NA,48,44,2013-08-22,NA,NA,NA,"Obama",2013-08-24,"D"
NA,NA,47,46,2013-08-21,NA,NA,NA,"Obama",2013-08-23,"D"
NA,NA,46,46,2013-08-20,NA,NA,NA,"Obama",2013-08-22,"D"
NA,NA,47,45,2013-08-19,NA,NA,NA,"Obama",2013-08-21,"D"
NA,NA,48,43,2013-08-18,NA,NA,NA,"Obama",2013-08-20,"D"
NA,NA,46,45,2013-08-17,NA,NA,NA,"Obama",2013-08-19,"D"
NA,NA,46,45,2013-08-16,NA,NA,NA,"Obama",2013-08-18,"D"
NA,NA,45,47,2013-08-15,NA,NA,NA,"Obama",2013-08-17,"D"
NA,NA,46,47,2013-08-14,NA,NA,NA,"Obama",2013-08-16,"D"
NA,NA,46,47,2013-08-13,NA,NA,NA,"Obama",2013-08-15,"D"
NA,NA,46,47,2013-08-12,NA,NA,NA,"Obama",2013-08-14,"D"
NA,NA,44,49,2013-08-11,NA,NA,NA,"Obama",2013-08-13,"D"
NA,NA,42,50,2013-08-10,NA,NA,NA,"Obama",2013-08-12,"D"
NA,NA,41,50,2013-08-09,NA,NA,NA,"Obama",2013-08-11,"D"
NA,NA,44,46,2013-08-08,NA,NA,NA,"Obama",2013-08-10,"D"
NA,NA,45,46,2013-08-07,NA,NA,NA,"Obama",2013-08-09,"D"
NA,NA,46,45,2013-08-06,NA,NA,NA,"Obama",2013-08-08,"D"
NA,NA,44,47,2013-08-05,NA,NA,NA,"Obama",2013-08-07,"D"
NA,NA,44,48,2013-08-04,NA,NA,NA,"Obama",2013-08-06,"D"
NA,NA,44,48,2013-08-03,NA,NA,NA,"Obama",2013-08-05,"D"
NA,NA,45,48,2013-08-02,NA,NA,NA,"Obama",2013-08-04,"D"
NA,NA,44,49,2013-08-01,NA,NA,NA,"Obama",2013-08-03,"D"
NA,NA,45,48,2013-07-31,NA,NA,NA,"Obama",2013-08-02,"D"
NA,NA,46,47,2013-07-30,NA,NA,NA,"Obama",2013-08-01,"D"
NA,NA,46,46,2013-07-29,NA,NA,NA,"Obama",2013-07-31,"D"
NA,NA,45,47,2013-07-28,NA,NA,NA,"Obama",2013-07-30,"D"
NA,NA,46,47,2013-07-27,NA,NA,NA,"Obama",2013-07-29,"D"
NA,NA,46,47,2013-07-26,NA,NA,NA,"Obama",2013-07-28,"D"
NA,NA,47,46,2013-07-25,NA,NA,NA,"Obama",2013-07-27,"D"
NA,NA,45,47,2013-07-24,NA,NA,NA,"Obama",2013-07-26,"D"
NA,NA,46,46,2013-07-23,NA,NA,NA,"Obama",2013-07-25,"D"
NA,NA,46,45,2013-07-22,NA,NA,NA,"Obama",2013-07-24,"D"
NA,NA,48,44,2013-07-21,NA,NA,NA,"Obama",2013-07-23,"D"
NA,NA,48,44,2013-07-20,NA,NA,NA,"Obama",2013-07-22,"D"
NA,NA,48,46,2013-07-19,NA,NA,NA,"Obama",2013-07-21,"D"
NA,NA,47,47,2013-07-18,NA,NA,NA,"Obama",2013-07-20,"D"
NA,NA,46,48,2013-07-16,NA,NA,NA,"Obama",2013-07-18,"D"
NA,NA,45,48,2013-07-15,NA,NA,NA,"Obama",2013-07-17,"D"
NA,NA,45,47,2013-07-14,NA,NA,NA,"Obama",2013-07-16,"D"
NA,NA,46,46,2013-07-13,NA,NA,NA,"Obama",2013-07-15,"D"
NA,NA,46,45,2013-07-12,NA,NA,NA,"Obama",2013-07-14,"D"
NA,NA,46,47,2013-07-11,NA,NA,NA,"Obama",2013-07-13,"D"
NA,NA,45,48,2013-07-10,NA,NA,NA,"Obama",2013-07-12,"D"
NA,NA,47,47,2013-07-09,NA,NA,NA,"Obama",2013-07-11,"D"
NA,NA,47,47,2013-07-08,NA,NA,NA,"Obama",2013-07-10,"D"
NA,NA,46,48,2013-07-07,NA,NA,NA,"Obama",2013-07-09,"D"
NA,NA,45,47,2013-07-06,NA,NA,NA,"Obama",2013-07-08,"D"
NA,NA,46,45,2013-07-05,NA,NA,NA,"Obama",2013-07-07,"D"
NA,NA,46,44,2013-07-03,NA,NA,NA,"Obama",2013-07-05,"D"
NA,NA,46,46,2013-07-02,NA,NA,NA,"Obama",2013-07-04,"D"
NA,NA,45,47,2013-07-01,NA,NA,NA,"Obama",2013-07-03,"D"
NA,NA,45,48,2013-06-30,NA,NA,NA,"Obama",2013-07-02,"D"
NA,NA,45,47,2013-06-29,NA,NA,NA,"Obama",2013-07-01,"D"
NA,NA,48,45,2013-06-28,NA,NA,NA,"Obama",2013-06-30,"D"
NA,NA,50,43,2013-06-27,NA,NA,NA,"Obama",2013-06-29,"D"
NA,NA,50,43,2013-06-26,NA,NA,NA,"Obama",2013-06-28,"D"
NA,NA,46,46,2013-06-25,NA,NA,NA,"Obama",2013-06-27,"D"
NA,NA,45,47,2013-06-24,NA,NA,NA,"Obama",2013-06-26,"D"
NA,NA,45,49,2013-06-23,NA,NA,NA,"Obama",2013-06-25,"D"
NA,NA,46,46,2013-06-22,NA,NA,NA,"Obama",2013-06-24,"D"
NA,NA,46,45,2013-06-21,NA,NA,NA,"Obama",2013-06-23,"D"
NA,NA,47,45,2013-06-20,NA,NA,NA,"Obama",2013-06-22,"D"
NA,NA,47,45,2013-06-19,NA,NA,NA,"Obama",2013-06-21,"D"
NA,NA,47,44,2013-06-18,NA,NA,NA,"Obama",2013-06-20,"D"
NA,NA,47,44,2013-06-17,NA,NA,NA,"Obama",2013-06-19,"D"
NA,NA,47,44,2013-06-16,NA,NA,NA,"Obama",2013-06-18,"D"
NA,NA,47,45,2013-06-15,NA,NA,NA,"Obama",2013-06-17,"D"
NA,NA,48,44,2013-06-14,NA,NA,NA,"Obama",2013-06-16,"D"
NA,NA,46,47,2013-06-13,NA,NA,NA,"Obama",2013-06-15,"D"
NA,NA,46,47,2013-06-12,NA,NA,NA,"Obama",2013-06-14,"D"
NA,NA,45,47,2013-06-11,NA,NA,NA,"Obama",2013-06-13,"D"
NA,NA,47,44,2013-06-10,NA,NA,NA,"Obama",2013-06-12,"D"
NA,NA,48,43,2013-06-09,NA,NA,NA,"Obama",2013-06-11,"D"
NA,NA,48,44,2013-06-08,NA,NA,NA,"Obama",2013-06-10,"D"
NA,NA,49,44,2013-06-07,NA,NA,NA,"Obama",2013-06-09,"D"
NA,NA,47,46,2013-06-06,NA,NA,NA,"Obama",2013-06-08,"D"
NA,NA,48,45,2013-06-05,NA,NA,NA,"Obama",2013-06-07,"D"
NA,NA,47,45,2013-06-04,NA,NA,NA,"Obama",2013-06-06,"D"
NA,NA,48,44,2013-06-03,NA,NA,NA,"Obama",2013-06-05,"D"
NA,NA,47,44,2013-06-02,NA,NA,NA,"Obama",2013-06-04,"D"
NA,NA,47,45,2013-06-01,NA,NA,NA,"Obama",2013-06-03,"D"
NA,NA,48,44,2013-05-31,NA,NA,NA,"Obama",2013-06-02,"D"
NA,NA,50,44,2013-05-30,NA,NA,NA,"Obama",2013-06-01,"D"
NA,NA,49,44,2013-05-29,NA,NA,NA,"Obama",2013-05-31,"D"
NA,NA,50,43,2013-05-28,NA,NA,NA,"Obama",2013-05-30,"D"
NA,NA,48,45,2013-05-27,NA,NA,NA,"Obama",2013-05-29,"D"
NA,NA,48,44,2013-05-26,NA,NA,NA,"Obama",2013-05-28,"D"
NA,NA,47,45,2013-05-25,NA,NA,NA,"Obama",2013-05-27,"D"
NA,NA,47,44,2013-05-24,NA,NA,NA,"Obama",2013-05-26,"D"
NA,NA,49,43,2013-05-23,NA,NA,NA,"Obama",2013-05-25,"D"
NA,NA,50,44,2013-05-22,NA,NA,NA,"Obama",2013-05-24,"D"
NA,NA,50,44,2013-05-21,NA,NA,NA,"Obama",2013-05-23,"D"
NA,NA,49,44,2013-05-20,NA,NA,NA,"Obama",2013-05-22,"D"
NA,NA,49,44,2013-05-19,NA,NA,NA,"Obama",2013-05-21,"D"
NA,NA,50,43,2013-05-18,NA,NA,NA,"Obama",2013-05-20,"D"
NA,NA,51,42,2013-05-17,NA,NA,NA,"Obama",2013-05-19,"D"
NA,NA,49,45,2013-05-16,NA,NA,NA,"Obama",2013-05-18,"D"
NA,NA,48,46,2013-05-15,NA,NA,NA,"Obama",2013-05-17,"D"
NA,NA,47,47,2013-05-14,NA,NA,NA,"Obama",2013-05-16,"D"
NA,NA,49,45,2013-05-13,NA,NA,NA,"Obama",2013-05-15,"D"
NA,NA,48,45,2013-05-12,NA,NA,NA,"Obama",2013-05-14,"D"
NA,NA,49,44,2013-05-11,NA,NA,NA,"Obama",2013-05-13,"D"
NA,NA,49,43,2013-05-10,NA,NA,NA,"Obama",2013-05-12,"D"
NA,NA,50,43,2013-05-09,NA,NA,NA,"Obama",2013-05-11,"D"
