"startdate","category","A0","B0","enddate","D0","E0","F0","pres","knownDate","presparty"
NA,NA,62,29,2009-04-13,NA,NA,NA,"Obama",2009-04-15,"D"
NA,NA,63,28,2009-04-11,NA,NA,NA,"Obama",2009-04-13,"D"
NA,NA,62,28,2009-04-10,NA,NA,NA,"Obama",2009-04-12,"D"
NA,NA,60,28,2009-04-09,NA,NA,NA,"Obama",2009-04-11,"D"
NA,NA,59,29,2009-04-08,NA,NA,NA,"Obama",2009-04-10,"D"
NA,NA,60,28,2009-04-07,NA,NA,NA,"Obama",2009-04-09,"D"
NA,NA,61,28,2009-04-06,NA,NA,NA,"Obama",2009-04-08,"D"
NA,NA,61,27,2009-04-05,NA,NA,NA,"Obama",2009-04-07,"D"
NA,NA,62,27,2009-04-04,NA,NA,NA,"Obama",2009-04-06,"D"
NA,NA,63,27,2009-04-03,NA,NA,NA,"Obama",2009-04-05,"D"
NA,NA,62,28,2009-04-02,NA,NA,NA,"Obama",2009-04-04,"D"
NA,NA,61,29,2009-04-01,NA,NA,NA,"Obama",2009-04-03,"D"
NA,NA,60,29,2009-03-31,NA,NA,NA,"Obama",2009-04-02,"D"
NA,NA,59,30,2009-03-30,NA,NA,NA,"Obama",2009-04-01,"D"
NA,NA,60,30,2009-03-29,NA,NA,NA,"Obama",2009-03-31,"D"
NA,NA,60,31,2009-03-28,NA,NA,NA,"Obama",2009-03-30,"D"
NA,NA,62,29,2009-03-27,NA,NA,NA,"Obama",2009-03-29,"D"
NA,NA,62,27,2009-03-26,NA,NA,NA,"Obama",2009-03-28,"D"
NA,NA,62,29,2009-03-25,NA,NA,NA,"Obama",2009-03-27,"D"
NA,NA,63,27,2009-03-24,NA,NA,NA,"Obama",2009-03-26,"D"
NA,NA,63,27,2009-03-23,NA,NA,NA,"Obama",2009-03-25,"D"
NA,NA,65,26,2009-03-22,NA,NA,NA,"Obama",2009-03-24,"D"
NA,NA,65,26,2009-03-21,NA,NA,NA,"Obama",2009-03-23,"D"
NA,NA,64,26,2009-03-20,NA,NA,NA,"Obama",2009-03-22,"D"
NA,NA,62,27,2009-03-19,NA,NA,NA,"Obama",2009-03-21,"D"
NA,NA,62,27,2009-03-18,NA,NA,NA,"Obama",2009-03-20,"D"
NA,NA,61,28,2009-03-17,NA,NA,NA,"Obama",2009-03-19,"D"
NA,NA,62,27,2009-03-16,NA,NA,NA,"Obama",2009-03-18,"D"
NA,NA,61,28,2009-03-15,NA,NA,NA,"Obama",2009-03-17,"D"
NA,NA,61,29,2009-03-14,NA,NA,NA,"Obama",2009-03-16,"D"
NA,NA,61,28,2009-03-13,NA,NA,NA,"Obama",2009-03-15,"D"
NA,NA,62,27,2009-03-12,NA,NA,NA,"Obama",2009-03-14,"D"
NA,NA,63,27,2009-03-11,NA,NA,NA,"Obama",2009-03-13,"D"
NA,NA,62,27,2009-03-10,NA,NA,NA,"Obama",2009-03-12,"D"
NA,NA,62,26,2009-03-09,NA,NA,NA,"Obama",2009-03-11,"D"
NA,NA,62,25,2009-03-08,NA,NA,NA,"Obama",2009-03-10,"D"
NA,NA,62,26,2009-03-07,NA,NA,NA,"Obama",2009-03-09,"D"
NA,NA,62,26,2009-03-06,NA,NA,NA,"Obama",2009-03-08,"D"
NA,NA,62,28,2009-03-05,NA,NA,NA,"Obama",2009-03-07,"D"
NA,NA,62,28,2009-03-04,NA,NA,NA,"Obama",2009-03-06,"D"
NA,NA,61,28,2009-03-03,NA,NA,NA,"Obama",2009-03-05,"D"
NA,NA,62,26,2009-03-02,NA,NA,NA,"Obama",2009-03-04,"D"
NA,NA,63,25,2009-03-01,NA,NA,NA,"Obama",2009-03-03,"D"
NA,NA,64,23,2009-02-28,NA,NA,NA,"Obama",2009-03-02,"D"
NA,NA,67,21,2009-02-27,NA,NA,NA,"Obama",2009-03-01,"D"
NA,NA,67,21,2009-02-26,NA,NA,NA,"Obama",2009-02-28,"D"
NA,NA,65,21,2009-02-25,NA,NA,NA,"Obama",2009-02-27,"D"
NA,NA,61,24,2009-02-24,NA,NA,NA,"Obama",2009-02-26,"D"
NA,NA,59,25,2009-02-23,NA,NA,NA,"Obama",2009-02-25,"D"
NA,NA,62,25,2009-02-22,NA,NA,NA,"Obama",2009-02-24,"D"
NA,NA,63,24,2009-02-21,NA,NA,NA,"Obama",2009-02-23,"D"
NA,NA,63,24,2009-02-20,NA,NA,NA,"Obama",2009-02-22,"D"
NA,NA,63,24,2009-02-19,NA,NA,NA,"Obama",2009-02-21,"D"
NA,NA,62,25,2009-02-18,NA,NA,NA,"Obama",2009-02-20,"D"
NA,NA,62,25,2009-02-17,NA,NA,NA,"Obama",2009-02-19,"D"
NA,NA,62,25,2009-02-16,NA,NA,NA,"Obama",2009-02-18,"D"
NA,NA,64,23,2009-02-15,NA,NA,NA,"Obama",2009-02-17,"D"
NA,NA,66,21,2009-02-14,NA,NA,NA,"Obama",2009-02-16,"D"
NA,NA,66,21,2009-02-12,NA,NA,NA,"Obama",2009-02-14,"D"
NA,NA,64,21,2009-02-11,NA,NA,NA,"Obama",2009-02-13,"D"
NA,NA,63,22,2009-02-10,NA,NA,NA,"Obama",2009-02-12,"D"
NA,NA,63,23,2009-02-09,NA,NA,NA,"Obama",2009-02-11,"D"
NA,NA,66,21,2009-02-08,NA,NA,NA,"Obama",2009-02-10,"D"
NA,NA,64,22,2009-02-07,NA,NA,NA,"Obama",2009-02-09,"D"
NA,NA,65,20,2009-02-06,NA,NA,NA,"Obama",2009-02-08,"D"
NA,NA,63,21,2009-02-05,NA,NA,NA,"Obama",2009-02-07,"D"
NA,NA,65,20,2009-02-04,NA,NA,NA,"Obama",2009-02-06,"D"
NA,NA,65,20,2009-02-03,NA,NA,NA,"Obama",2009-02-05,"D"
NA,NA,66,19,2009-02-02,NA,NA,NA,"Obama",2009-02-04,"D"
NA,NA,66,19,2009-02-01,NA,NA,NA,"Obama",2009-02-03,"D"
NA,NA,67,18,2009-01-31,NA,NA,NA,"Obama",2009-02-02,"D"
NA,NA,67,17,2009-01-30,NA,NA,NA,"Obama",2009-02-01,"D"
NA,NA,66,17,2009-01-29,NA,NA,NA,"Obama",2009-01-31,"D"
NA,NA,64,17,2009-01-28,NA,NA,NA,"Obama",2009-01-30,"D"
NA,NA,64,16,2009-01-27,NA,NA,NA,"Obama",2009-01-29,"D"
NA,NA,65,15,2009-01-26,NA,NA,NA,"Obama",2009-01-28,"D"
NA,NA,67,14,2009-01-25,NA,NA,NA,"Obama",2009-01-27,"D"
NA,NA,69,13,2009-01-24,NA,NA,NA,"Obama",2009-01-26,"D"
NA,NA,68,12,2009-01-23,NA,NA,NA,"Obama",2009-01-25,"D"
2009-01-09,"Bush ",34,61,2009-01-11,75,6,28,"Bush, George W.",2009-01-13,"R"
2008-12-12,"Bush",29,67,2008-12-14,67,7,25,"Bush, George W.",2008-12-16,"R"
2008-12-04,"Bush",32,61,2008-12-07,72,9,26,"Bush, George W.",2008-12-09,"R"
2008-11-13,"Bush",29,66,2008-11-16,66,6,28,"Bush, George W.",2008-11-18,"R"
2008-11-07,"Bush",28,68,2008-11-09,63,5,21,"Bush, George W.",2008-11-11,"R"
2008-10-31,"Bush",25,70,2008-11-02,61,5,20,"Bush, George W.",2008-11-04,"R"
2008-10-23,"Bush",31,66,2008-10-26,63,7,24,"Bush, George W.",2008-10-28,"R"
2008-10-10,"Bush",25,71,2008-10-12,57,3,20,"Bush, George W.",2008-10-14,"R"
2008-10-03,"Bush",25,70,2008-10-05,55,5,19,"Bush, George W.",2008-10-07,"R"
2008-09-26,"Bush",27,69,2008-09-27,64,3,22,"Bush, George W.",2008-09-29,"R"
2008-09-08,"Bush",31,65,2008-09-11,71,3,23,"Bush, George W.",2008-09-13,"R"
2008-09-05,"Bush",33,64,2008-09-07,71,4,31,"Bush, George W.",2008-09-09,"R"
2008-08-21,"Bush",29,66,2008-08-23,67,5,26,"Bush, George W.",2008-08-25,"R"
2008-08-07,"Bush",33,61,2008-08-10,71,7,25,"Bush, George W.",2008-08-12,"R"
2008-07-25,"Bush",32,65,2008-07-27,70,6,28,"Bush, George W.",2008-07-29,"R"
2008-07-10,"Bush",31,61,2008-07-13,67,7,28,"Bush, George W.",2008-07-15,"R"
2008-06-15,"Bush",28,68,2008-06-19,60,6,21,"Bush, George W.",2008-06-21,"R"
2008-06-09,"Bush",30,64,2008-06-12,68,5,22,"Bush, George W.",2008-06-14,"R"
2008-05-30,"Bush",28,68,2008-06-01,63,7,23,"Bush, George W.",2008-06-03,"R"
2008-05-08,"Bush",29,65,2008-05-11,66,7,24,"Bush, George W.",2008-05-13,"R"
2008-05-01,"Bush",28,67,2008-05-03,60,7,26,"Bush, George W.",2008-05-05,"R"
2008-04-18,"Bush",28,69,2008-04-20,66,7,23,"Bush, George W.",2008-04-22,"R"
2008-04-06,"Bush",28,67,2008-04-09,66,6,24,"Bush, George W.",2008-04-11,"R"
2008-03-14,"Bush",32,64,2008-03-16,71,9,24,"Bush, George W.",2008-03-18,"R"
2008-03-06,"Bush",32,64,2008-03-09,72,9,23,"Bush, George W.",2008-03-11,"R"
2008-02-21,"Bush",32,62,2008-02-24,73,6,27,"Bush, George W.",2008-02-26,"R"
2008-02-11,"Bush",31,65,2008-02-14,73,9,27,"Bush, George W.",2008-02-16,"R"
2008-02-08,"Bush",33,61,2008-02-10,75,7,27,"Bush, George W.",2008-02-12,"R"
2008-01-30,"Bush",34,61,2008-02-02,74,8,27,"Bush, George W.",2008-02-04,"R"
2008-01-10,"Bush",34,60,2008-01-13,72,9,28,"Bush, George W.",2008-01-15,"R"
2008-01-04,"Bush",32,64,2008-01-06,76,7,20,"Bush, George W.",2008-01-08,"R"
2007-12-14,"Bush",32,65,2007-12-16,77,6,23,"Bush, George W.",2007-12-18,"R"
2007-12-06,"Bush",37,57,2007-12-09,78,9,28,"Bush, George W.",2007-12-11,"R"
2007-11-30,"Bush",34,62,2007-12-02,71,8,29,"Bush, George W.",2007-12-04,"R"
2007-11-11,"Bush",32,61,2007-11-14,75,8,23,"Bush, George W.",2007-11-16,"R"
2007-11-02,"Bush",31,64,2007-11-04,75,6,26,"Bush, George W.",2007-11-06,"R"
2007-10-12,"Bush",32,64,2007-10-14,70,5,31,"Bush, George W.",2007-10-16,"R"
2007-10-04,"Bush",32,64,2007-10-07,67,7,27,"Bush, George W.",2007-10-09,"R"
2007-09-14,"Bush",36,62,2007-09-16,77,10,29,"Bush, George W.",2007-09-18,"R"
2007-09-07,"Bush",33,62,2007-09-08,79,9,23,"Bush, George W.",2007-09-10,"R"
2007-08-13,"Bush",32,63,2007-08-16,69,6,25,"Bush, George W.",2007-08-18,"R"
2007-08-03,"Bush",34,62,2007-08-05,72,7,28,"Bush, George W.",2007-08-07,"R"
2007-07-12,"Bush",31,63,2007-07-15,65,5,27,"Bush, George W.",2007-07-17,"R"
2007-07-06,"Bush",29,66,2007-07-08,68,7,21,"Bush, George W.",2007-07-10,"R"
2007-06-11,"Bush",32,65,2007-06-14,73,8,24,"Bush, George W.",2007-06-16,"R"
2007-06-01,"Bush",32,62,2007-06-03,70,6,22,"Bush, George W.",2007-06-05,"R"
2007-05-10,"Bush",33,62,2007-05-13,73,9,27,"Bush, George W.",2007-05-15,"R"
2007-05-04,"Bush",34,63,2007-05-06,74,7,30,"Bush, George W.",2007-05-08,"R"
2007-04-13,"Bush",36,60,2007-04-15,76,9,29,"Bush, George W.",2007-04-17,"R"
2007-04-02,"Bush",38,58,2007-04-05,75,8,34,"Bush, George W.",2007-04-07,"R"
2007-03-23,"Bush",34,62,2007-03-25,73,6,28,"Bush, George W.",2007-03-27,"R"
2007-03-11,"Bush",35,61,2007-03-14,75,5,27,"Bush, George W.",2007-03-16,"R"
2007-03-02,"Bush",33,63,2007-03-04,70,9,28,"Bush, George W.",2007-03-06,"R"
2007-02-09,"Bush",37,59,2007-02-11,76,10,34,"Bush, George W.",2007-02-13,"R"
2007-02-01,"Bush",32,65,2007-02-04,78,7,23,"Bush, George W.",2007-02-06,"R"
2007-01-15,"Bush",36,61,2007-01-18,76,8,29,"Bush, George W.",2007-01-20,"R"
2007-01-12,"Bush",34,63,2007-01-14,71,8,27,"Bush, George W.",2007-01-16,"R"
2007-01-05,"Bush",37,59,2007-01-07,79,7,31,"Bush, George W.",2007-01-09,"R"
2006-12-11,"Bush",35,61,2006-12-14,76,7,29,"Bush, George W.",2006-12-16,"R"
2006-12-08,"Bush",38,59,2006-12-10,80,9,30,"Bush, George W.",2006-12-12,"R"
2006-11-09,"Bush",33,62,2006-11-12,81,7,28,"Bush, George W.",2006-11-14,"R"
2006-11-02,"Bush",38,56,2006-11-05,81,7,31,"Bush, George W.",2006-11-07,"R"
2006-10-20,"Bush",37,58,2006-10-22,85,8,28,"Bush, George W.",2006-10-24,"R"
2006-10-09,"Bush",37,57,2006-10-12,82,7,30,"Bush, George W.",2006-10-14,"R"
2006-10-06,"Bush",37,59,2006-10-08,77,12,31,"Bush, George W.",2006-10-10,"R"
2006-09-15,"Bush",44,51,2006-09-17,86,15,34,"Bush, George W.",2006-09-19,"R"
2006-09-07,"Bush",39,56,2006-09-10,84,9,30,"Bush, George W.",2006-09-12,"R"
2006-08-18,"Bush",42,54,2006-08-20,81,11,36,"Bush, George W.",2006-08-22,"R"
2006-08-07,"Bush",37,59,2006-08-10,81,8,26,"Bush, George W.",2006-08-12,"R"
2006-07-28,"Bush",40,56,2006-07-30,82,9,35,"Bush, George W.",2006-08-01,"R"
2006-07-21,"Bush",37,59,2006-07-23,82,9,27,"Bush, George W.",2006-07-25,"R"
2006-07-06,"Bush",40,55,2006-07-09,78,10,36,"Bush, George W.",2006-07-11,"R"
2006-06-23,"Bush",37,60,2006-06-25,81,10,32,"Bush, George W.",2006-06-27,"R"
2006-06-09,"Bush",38,56,2006-06-11,77,9,27,"Bush, George W.",2006-06-13,"R"
2006-06-01,"Bush",36,57,2006-06-04,78,8,28,"Bush, George W.",2006-06-06,"R"
2006-05-08,"Bush",33,61,2006-05-11,70,12,23,"Bush, George W.",2006-05-13,"R"
2006-05-05,"Bush",31,65,2006-05-07,68,4,26,"Bush, George W.",2006-05-09,"R"
2006-04-28,"Bush",34,63,2006-04-30,81,6,21,"Bush, George W.",2006-05-02,"R"
2006-04-10,"Bush",36,59,2006-04-13,74,11,26,"Bush, George W.",2006-04-15,"R"
2006-04-07,"Bush",37,60,2006-04-09,78,11,26,"Bush, George W.",2006-04-11,"R"
2006-03-13,"Bush",37,59,2006-03-16,78,10,29,"Bush, George W.",2006-03-18,"R"
2006-03-10,"Bush",36,60,2006-03-12,75,13,23,"Bush, George W.",2006-03-14,"R"
2006-02-28,"Bush",38,60,2006-03-01,82,10,27,"Bush, George W.",2006-03-03,"R"
2006-02-09,"Bush",39,56,2006-02-12,79,9,34,"Bush, George W.",2006-02-14,"R"
2006-02-06,"Bush",42,55,2006-02-09,81,8,35,"Bush, George W.",2006-02-11,"R"
2006-01-20,"Bush",43,54,2006-01-22,87,13,29,"Bush, George W.",2006-01-24,"R"
2006-01-09,"Bush",43,53,2006-01-12,86,10,32,"Bush, George W.",2006-01-14,"R"
2006-01-06,"Bush",43,54,2006-01-08,85,9,32,"Bush, George W.",2006-01-10,"R"
2005-12-19,"Bush",43,53,2005-12-22,89,17,31,"Bush, George W.",2005-12-24,"R"
2005-12-16,"Bush",41,56,2005-12-18,86,10,31,"Bush, George W.",2005-12-20,"R"
2005-12-09,"Bush",42,55,2005-12-11,81,10,38,"Bush, George W.",2005-12-13,"R"
2005-12-05,"Bush",43,52,2005-12-08,84,9,33,"Bush, George W.",2005-12-10,"R"
2005-11-17,"Bush",38,57,2005-11-20,81,9,26,"Bush, George W.",2005-11-22,"R"
2005-11-11,"Bush",37,60,2005-11-13,80,7,28,"Bush, George W.",2005-11-15,"R"
2005-11-07,"Bush",40,55,2005-11-10,79,12,32,"Bush, George W.",2005-11-12,"R"
2005-10-28,"Bush",41,56,2005-10-30,80,7,35,"Bush, George W.",2005-11-01,"R"
2005-10-24,"Bush",41,56,2005-10-26,82,10,34,"Bush, George W.",2005-10-28,"R"
2005-10-21,"Bush",42,55,2005-10-23,83,8,34,"Bush, George W.",2005-10-25,"R"
2005-10-13,"Bush",39,58,2005-10-16,84,8,32,"Bush, George W.",2005-10-18,"R"
2005-09-26,"Bush",45,50,2005-09-28,85,15,37,"Bush, George W.",2005-09-30,"R"
2005-09-16,"Bush",40,58,2005-09-18,85,12,31,"Bush, George W.",2005-09-20,"R"
2005-09-12,"Bush",45,52,2005-09-15,86,10,39,"Bush, George W.",2005-09-17,"R"
2005-09-08,"Bush",46,51,2005-09-11,85,13,39,"Bush, George W.",2005-09-13,"R"
2005-08-28,"Bush",45,52,2005-08-30,86,19,35,"Bush, George W.",2005-09-01,"R"
2005-08-22,"Bush",40,56,2005-08-25,82,13,32,"Bush, George W.",2005-08-27,"R"
2005-08-08,"Bush",45,51,2005-08-11,85,13,40,"Bush, George W.",2005-08-13,"R"
2005-08-05,"Bush",45,51,2005-08-07,86,12,36,"Bush, George W.",2005-08-09,"R"
2005-07-25,"Bush",44,51,2005-07-28,87,17,36,"Bush, George W.",2005-07-30,"R"
2005-07-22,"Bush",49,48,2005-07-24,87,17,45,"Bush, George W.",2005-07-26,"R"
2005-07-07,"Bush",49,48,2005-07-10,86,19,46,"Bush, George W.",2005-07-12,"R"
2005-06-29,"Bush",46,51,2005-06-30,90,16,37,"Bush, George W.",2005-07-02,"R"
2005-06-24,"Bush",45,53,2005-06-26,89,11,37,"Bush, George W.",2005-06-28,"R"
2005-06-16,"Bush",47,51,2005-06-19,86,16,40,"Bush, George W.",2005-06-21,"R"
2005-06-06,"Bush",47,49,2005-06-08,88,11,40,"Bush, George W.",2005-06-10,"R"
2005-05-23,"Bush",48,47,2005-05-26,88,16,38,"Bush, George W.",2005-05-28,"R"
2005-05-20,"Bush",46,50,2005-05-22,89,15,41,"Bush, George W.",2005-05-24,"R"
2005-05-02,"Bush",50,45,2005-05-05,87,24,38,"Bush, George W.",2005-05-07,"R"
2005-04-29,"Bush",48,49,2005-05-01,88,14,39,"Bush, George W.",2005-05-03,"R"
2005-04-18,"Bush",48,49,2005-04-21,87,16,40,"Bush, George W.",2005-04-23,"R"
2005-04-04,"Bush",50,45,2005-04-07,87,18,42,"Bush, George W.",2005-04-09,"R"
2005-04-01,"Bush",48,48,2005-04-02,89,16,34,"Bush, George W.",2005-04-04,"R"
2005-03-21,"Bush",45,49,2005-03-23,87,14,42,"Bush, George W.",2005-03-25,"R"
2005-03-18,"Bush",52,44,2005-03-20,86,19,47,"Bush, George W.",2005-03-22,"R"
2005-03-07,"Bush",52,44,2005-03-10,91,16,46,"Bush, George W.",2005-03-12,"R"
2005-02-25,"Bush",52,45,2005-02-27,89,15,46,"Bush, George W.",2005-03-01,"R"
2005-02-21,"Bush",51,45,2005-02-24,92,18,37,"Bush, George W.",2005-02-26,"R"
2005-02-07,"Bush",49,48,2005-02-10,94,17,35,"Bush, George W.",2005-02-12,"R"
2005-02-04,"Bush",57,40,2005-02-06,91,18,52,"Bush, George W.",2005-02-08,"R"
2005-01-14,"Bush",51,46,2005-01-16,90,22,41,"Bush, George W.",2005-01-18,"R"
2005-01-07,"Bush",52,44,2005-01-09,91,21,44,"Bush, George W.",2005-01-11,"R"
2005-01-03,"Bush",52,44,2005-01-05,91,19,42,"Bush, George W.",2005-01-07,"R"
2004-12-17,"Bush",49,46,2004-12-19,88,14,48,"Bush, George W.",2004-12-21,"R"
2004-12-05,"Bush",53,44,2004-12-08,93,11,48,"Bush, George W.",2004-12-10,"R"
2004-11-19,"Bush",55,42,2004-11-21,96,15,43,"Bush, George W.",2004-11-23,"R"
2004-11-07,"Bush",53,44,2004-11-10,92,16,48,"Bush, George W.",2004-11-12,"R"
2004-10-29,"Bush",48,47,2004-10-31,93,11,42,"Bush, George W.",2004-11-02,"R"
2004-10-22,"Bush",51,46,2004-10-24,92,14,46,"Bush, George W.",2004-10-26,"R"
2004-10-14,"Bush",51,47,2004-10-16,89,15,46,"Bush, George W.",2004-10-18,"R"
2004-10-11,"Bush",48,49,2004-10-14,91,13,42,"Bush, George W.",2004-10-16,"R"
2004-10-09,"Bush",47,49,2004-10-10,90,8,42,"Bush, George W.",2004-10-12,"R"
2004-10-01,"Bush",50,48,2004-10-03,94,11,40,"Bush, George W.",2004-10-05,"R"
2004-09-24,"Bush",54,44,2004-09-26,91,14,47,"Bush, George W.",2004-09-28,"R"
2004-09-13,"Bush",52,45,2004-09-15,95,12,41,"Bush, George W.",2004-09-17,"R"
2004-09-03,"Bush",52,46,2004-09-05,92,12,47,"Bush, George W.",2004-09-07,"R"
2004-08-23,"Bush",49,47,2004-08-25,85,14,45,"Bush, George W.",2004-08-27,"R"
2004-08-09,"Bush",51,46,2004-08-11,92,13,44,"Bush, George W.",2004-08-13,"R"
2004-07-30,"Bush",48,49,2004-08-01,91,14,37,"Bush, George W.",2004-08-03,"R"
2004-07-19,"Bush",49,47,2004-07-21,89,13,40,"Bush, George W.",2004-07-23,"R"
2004-07-08,"Bush",47,49,2004-07-11,87,15,39,"Bush, George W.",2004-07-13,"R"
2004-06-21,"Bush",48,49,2004-06-23,90,14,42,"Bush, George W.",2004-06-25,"R"
2004-06-03,"Bush",49,49,2004-06-06,85,19,42,"Bush, George W.",2004-06-08,"R"
2004-05-21,"Bush",47,49,2004-05-23,89,12,40,"Bush, George W.",2004-05-25,"R"
2004-05-07,"Bush",46,51,2004-05-09,89,14,39,"Bush, George W.",2004-05-11,"R"
2004-05-02,"Bush",49,48,2004-05-04,91,18,40,"Bush, George W.",2004-05-06,"R"
2004-04-16,"Bush",52,45,2004-04-18,92,16,51,"Bush, George W.",2004-04-20,"R"
2004-04-05,"Bush",52,45,2004-04-08,91,18,46,"Bush, George W.",2004-04-10,"R"
2004-03-26,"Bush",53,44,2004-03-28,90,19,44,"Bush, George W.",2004-03-30,"R"
2004-03-08,"Bush",50,47,2004-03-11,91,16,47,"Bush, George W.",2004-03-13,"R"
2004-03-05,"Bush",49,48,2004-03-07,91,17,41,"Bush, George W.",2004-03-09,"R"
2004-02-16,"Bush",51,46,2004-02-17,91,16,49,"Bush, George W.",2004-02-19,"R"
2004-02-09,"Bush",51,46,2004-02-12,88,19,47,"Bush, George W.",2004-02-14,"R"
2004-02-06,"Bush",52,44,2004-02-08,89,14,51,"Bush, George W.",2004-02-10,"R"
2004-01-29,"Bush",49,48,2004-02-01,89,12,48,"Bush, George W.",2004-02-03,"R"
2004-01-12,"Bush",53,44,2004-01-15,88,21,56,"Bush, George W.",2004-01-17,"R"
2004-01-09,"Bush",59,38,2004-01-11,92,23,60,"Bush, George W.",2004-01-13,"R"
2004-01-02,"Bush",60,35,2004-01-05,93,29,56,"Bush, George W.",2004-01-07,"R"
2003-12-15,"Bush",63,34,2003-12-16,94,36,54,"Bush, George W.",2003-12-18,"R"
2003-12-11,"Bush",56,41,2003-12-14,88,22,49,"Bush, George W.",2003-12-16,"R"
2003-12-05,"Bush",55,43,2003-12-07,90,24,51,"Bush, George W.",2003-12-09,"R"
2003-11-14,"Bush",50,47,2003-11-16,88,20,42,"Bush, George W.",2003-11-18,"R"
2003-11-10,"Bush",51,45,2003-11-12,87,19,50,"Bush, George W.",2003-11-14,"R"
2003-11-03,"Bush",54,43,2003-11-05,89,23,46,"Bush, George W.",2003-11-07,"R"
2003-10-24,"Bush",53,42,2003-10-26,93,16,46,"Bush, George W.",2003-10-28,"R"
2003-10-10,"Bush",56,40,2003-10-12,88,31,49,"Bush, George W.",2003-10-14,"R"
2003-10-06,"Bush",55,42,2003-10-08,88,28,50,"Bush, George W.",2003-10-10,"R"
2003-09-19,"Bush",50,47,2003-09-21,86,16,52,"Bush, George W.",2003-09-23,"R"
2003-09-08,"Bush",52,43,2003-09-10,89,23,46,"Bush, George W.",2003-09-12,"R"
2003-08-25,"Bush",59,37,2003-08-26,95,28,53,"Bush, George W.",2003-08-28,"R"
2003-08-04,"Bush",60,36,2003-08-06,93,31,60,"Bush, George W.",2003-08-08,"R"
2003-07-25,"Bush",58,38,2003-07-27,92,28,51,"Bush, George W.",2003-07-29,"R"
2003-07-18,"Bush",59,38,2003-07-20,90,32,57,"Bush, George W.",2003-07-22,"R"
2003-07-07,"Bush",62,34,2003-07-09,93,29,57,"Bush, George W.",2003-07-11,"R"
2003-06-27,"Bush",61,36,2003-06-29,94,29,60,"Bush, George W.",2003-07-01,"R"
2003-06-12,"Bush",63,33,2003-06-15,92,35,61,"Bush, George W.",2003-06-17,"R"
2003-06-09,"Bush",62,34,2003-06-10,90,37,60,"Bush, George W.",2003-06-12,"R"
2003-05-30,"Bush",64,32,2003-06-01,94,38,61,"Bush, George W.",2003-06-03,"R"
2003-05-19,"Bush",66,30,2003-05-21,94,44,62,"Bush, George W.",2003-05-23,"R"
2003-05-05,"Bush",69,28,2003-05-07,96,40,67,"Bush, George W.",2003-05-09,"R"
2003-04-22,"Bush",70,26,2003-04-23,94,48,68,"Bush, George W.",2003-04-25,"R"
2003-04-14,"Bush",71,24,2003-04-16,97,46,70,"Bush, George W.",2003-04-18,"R"
2003-04-07,"Bush",69,26,2003-04-09,95,50,61,"Bush, George W.",2003-04-11,"R"
2003-04-05,"Bush",70,27,2003-04-06,96,44,68,"Bush, George W.",2003-04-08,"R"
2003-03-29,"Bush",71,26,2003-03-30,94,47,69,"Bush, George W.",2003-04-01,"R"
2003-03-24,"Bush",69,27,2003-03-25,96,45,63,"Bush, George W.",2003-03-27,"R"
2003-03-22,"Bush",71,25,2003-03-23,94,48,69,"Bush, George W.",2003-03-25,"R"
2003-03-14,"Bush",58,38,2003-03-15,92,31,50,"Bush, George W.",2003-03-17,"R"
2003-03-03,"Bush",57,37,2003-03-05,88,32,52,"Bush, George W.",2003-03-07,"R"
2003-02-24,"Bush",57,37,2003-02-26,87,30,54,"Bush, George W.",2003-02-28,"R"
2003-02-17,"Bush",58,37,2003-02-19,90,34,51,"Bush, George W.",2003-02-21,"R"
2003-02-07,"Bush",61,34,2003-02-09,92,40,55,"Bush, George W.",2003-02-11,"R"
2003-02-03,"Bush ",59,35,2003-02-06,91,38,50,"Bush, George W.",2003-02-08,"R"
2003-01-31,"Bush",61,35,2003-02-02,92,30,55,"Bush, George W.",2003-02-04,"R"
2003-01-23,"Bush",60,36,2003-01-25,93,32,54,"Bush, George W.",2003-01-27,"R"
2003-01-20,"Bush",58,36,2003-01-22,88,34,52,"Bush, George W.",2003-01-24,"R"
2003-01-13,"Bush",61,34,2003-01-16,90,41,51,"Bush, George W.",2003-01-18,"R"
2003-01-10,"Bush",58,37,2003-01-12,93,26,52,"Bush, George W.",2003-01-14,"R"
2003-01-03,"Bush",63,32,2003-01-05,96,37,58,"Bush, George W.",2003-01-07,"R"
2002-12-19,"Bush",61,32,2002-12-22,88,41,56,"Bush, George W.",2002-12-24,"R"
2002-12-16,"Bush",63,33,2002-12-17,97,37,55,"Bush, George W.",2002-12-19,"R"
2002-12-09,"Bush",63,32,2002-12-10,92,33,63,"Bush, George W.",2002-12-12,"R"
2002-12-05,"Bush",64,29,2002-12-08,92,38,59,"Bush, George W.",2002-12-10,"R"
2002-11-22,"Bush",65,28,2002-11-24,94,38,64,"Bush, George W.",2002-11-26,"R"
2002-11-11,"Bush",66,26,2002-11-14,94,45,59,"Bush, George W.",2002-11-16,"R"
2002-11-08,"Bush",68,27,2002-11-10,95,41,65,"Bush, George W.",2002-11-12,"R"
2002-10-31,"Bush",63,29,2002-11-03,91,37,63,"Bush, George W.",2002-11-05,"R"
2002-10-21,"Bush",67,28,2002-10-22,93,53,63,"Bush, George W.",2002-10-24,"R"
2002-10-14,"Bush",62,31,2002-10-17,90,43,56,"Bush, George W.",2002-10-19,"R"
