nyt_name,slug,state_id
Jerry Labriola Jr.,jerry-labriola-jr,CT
Margaret H. Rogers,margaret-h-rogers,CT
Jeffrey M. Cheney,jeffrey-m-cheney,CT
Matthew Jason Joseff,matthew-jason-joseff,CT
Dan Debicella,dan-debicella,CT
Will Gregory,will-gregory,CT
Robert Merkle,robert-merkle,CT
Robert Russo,robert-russo,CT
Enrique Raul Torres,enrique-raul-torres,CT
Thomas A. Herrmann,thomas-a-herrmann,CT
Justin Bernier,justin-bernier,CT
Sam Caligiuri,sam-caligiuri,CT
Daniel E. Carter,daniel-e-carter,CT
William J. Evans Jr.,william-j-evans-jr,CT
Mark Daniel Greenberg,mark-daniel-greenberg,CT
John Pistone,john-pistone,CT
Kie Westby,kie-westby,CT
Dean P. Scontras,dean-p-scontras,ME
Jason John Levesque,jason-john-levesque,ME
Jeffery Paul Donnelly,jeffery-paul-donnelly,MA
Michael Engel,michael-engel,MA
Bill Gunn,bill-gunn,MA
Jay Scott Fleitman,jay-scott-fleitman,MA
Thomas Andrew Mccarthy,thomas-andrew-mccarthy,MA
Tom Wesley,tom-wesley,MA
Patrick Barron,patrick-barron,MA
Brian Herr,brian-herr,MA
Martin A. Lamb,martin-a-lamb,MA
Robert J. Chipman,robert-j-chipman,MA
Robert Delle,robert-delle,MA
Mike Stopa,mike-stopa,MA
Sean Bielat,sean-d-bielat,MA
Rachel Brown,rachel-brown,MA
Keith Messina,keith-messina,MA
Earl Henry Sholley,earl-henry-sholley,MA
Dale Edward Brown,dale-edward-brown,MA
Jon Golnik,jonathan-a-golnik,MA
Sambo Meas,sambo-meas,MA
Robert Shapiro,robert-shapiro,MA
Robert Michael Clark,robert-michael-clark,MA
Tom Weaver,tom-weaver,MA
William John Hudak Jr.,william-john-hudak-jr,MA
David Michael Sukoff,david-michael-sukoff,MA
Robert J. Mccarthy Jr.,robert-j-mccarthy-jr,MA
Gerry Dembrowski,gerry-dembrowski,MA
Tom Tierney,tom-tierney,MA
Vernon Harrison,vernon-harrison,MA
Keith Lepor,keith-lepor,MA
Philip L. Dunkelbarger,philip-l-dunkelbarger,MA
Mac D'Alessandro,mac-dalessandro,MA
Raymond Kasperowicz,raymond-kasperowicz,MA
Jeffrey Davis Perry,jeffrey-davis-perry,MA
William R. Keating,william-r-keating,MA
Joseph Daniel Malone,joseph-daniel-malone,MA
Robert A. O'Leary,robert-a-oleary,MA
Peter A. White,peter-a-white,MA
Robert E. Hayden,robert-e-hayden,MA
James Edward Kennedy,james-edward-kennedy,MA
Richard E. Ashooh,richard-e-ashooh,NH
Sean Mahoney,sean-mahoney,NH
Peter Bearse,peter-bearse,NH
Andrew P. Kohlhofer,andrew-p-kohlhofer,NH
Richard Parent,richard-parent,NH
Kevin Rondeau,kevin-rondeau,NH
Charles Bass,charles-bass,NH
John Dejoie,john-dejoie,NH
Mark Fernald,mark-fernald,NH
Robert Giuda,robert-giuda,NH
Jennifer Horn,jennifer-horn,NH
Ann McLane Kuster,ann-mclane-kuster,NH
Leonard D. Mannino Jr.,leonard-d-mannino-jr,NH
Katrina Swett,katrina-swett,NH
Wesley Michael Sonner Jr.,wesley-michael-sonner-jr,NH
Timothy Vanblommesteyn,timothy-vanblommesteyn,NH
Joseph G. Reilly,joseph-g-reilly,NH
John J. Loughlin II,john-j-loughlin-ii,RI
William J. Lynch,william-j-lynch,RI
David Segal,david-segal,RI
Anthony P. Gemma,anthony-p-gemma,RI
Kara Russo,kara-russo,NH
Elizabeth Dennigan,elizabeth-dennigan,RI
Michael J. Gardiner,michael-j-gardiner,RI
Mark Zaccaria,mark-zaccaria,RI
William J. Clegg,william-j-clegg,RI
Ernie Greco,ernie-greco,NH
Donald F. Robbio,donald-f-robbio,NH
Paul Beaudry,paul-beaudry,VT
John M. Mitchell,john-m-mitchell,VT
Keith Stern,keith-stern,VT
Douglas Allen Campbell Jr.,douglas-allen-campbell-jr,DE
Frederick R. Cullis,frederick-r-cullis,DE
Rose Izzo,rose-izzo,DE
Earl Lofland,earl-lofland,DE
Scott Richard Spencer,scott-richard-spencer,DE
Glen Urquhart,glen-urquhart,DE
Brent Wangen,brent-wangen,DE
Kevin Wade,kevin-wade,DE
Michele M. Rollins,michele-m-rollins,DE
Dale Mark Glading,dale-mark-glading,NJ
William Kern,william-kern,NJ
Michael Agosta,michael-agosta,NJ
John Aslanian,john-aslanian,NJ
John Caramanna,john-caramanna,NJ
Lee Lucas,lee-lucas,NJ
Loran M Oglesby,loran-m-oglesby,NJ
Fernando Powers,fernando-powers,NJ
Linda Biamonte,linda-biamonte,NJ
Gary Stein,gary-stein,NJ
Donna M. Ward,donna-m-ward,NJ
Joseph R. Rullo,joseph-r-rullo,NJ
Justin Michael Murphy,justin-michael-murphy,NJ
Barry D. Bendar,barry-d-bendar,NJ
Alan  Bateman,alan-bateman,NJ
Howard Kleinhendler,howard-kleinhendler,NJ
Joseph A. Siano,joseph-a-siano,NJ
Anthony Iannarelli,anthony-iannarelli,NJ
Tod Theise,tod-theise,NJ
Shannon Wright,shannon-wright,NJ
Diane Gooch,diane-gooch,NJ
Anna Little,anna-c-little,NJ
Mark A. Falzon,mark-a-falzon,NJ
David Kenny Larsen,david-kenny-larsen,NJ
Edward Potosnak III,edward-potosnak-iii,NJ
Bruce Edward Baker,bruce-edward-baker,NJ
Alonzo Lawrence Hosford,alonzo-lawrence-hosford,NJ
Blase Billack,blase-billack,NJ
Roland Straten,roland-straten,NJ
Michael Wildes,michael-wildes,NJ
Sergey Shevchuk,sergey-shevchuk,NJ
Michael J. Alonso,michael-j-alonso,NJ
Thomas C. Cusmano,thomas-c-cusmano,NJ
David Pinckney,david-pinckney,NJ
Cathy Wright,cathy-wright,NJ
Raleigh Douglas Herbert,raleigh-douglas-herbert,NJ
James Kelly,james-kelly,NJ
Richard T. Luzzi,richard-t-luzzi,NJ
David Corsi,david-corsi,NJ
Michael Halfacre,michael-halfacre,NJ
Scott Sipprelle,scott-sipprelle,NJ
Jeff Boss,jeff-boss,NJ
Henrietta Dwyer,henrietta-dwyer,NJ
Omar Lamont Dyer,omar-lamont-dyer,NJ
Randy Altschuler,randolph-altschuler,NY
Gary Berntsen,gary-berntsen,NY
Christopher N. Cox,christopher-n-cox,NY
George Demos,george-demos,NY
Thelma Lykes,thelma-lykes,NY
Lee M. Zeldin,lee-m-zeldin,NY
Christopher Charles Cantwell,christopher-charles-cantwell,NY
Roger Blank,roger-blank,NY
David Dileo,david-dileo,NY
Stephen A. Labate,stephen-a-labate,NY
Anthony Tolda,anthony-e-tolda,NY
John Gomez,john-gomez,NY
Howard A. Kudler,howard-a-kudler,NY
Robert Previdi,robert-previdi,NY
Frank J. Scaturro,frank-scaturro,NY
David J. Seidemann,david-j-seidemann,NY
Peter Zinno,peter-zinno,NY
Daniel Maloney,daniel-maloney,NY
Francis X. Becker Jr.,francis-becker,NY
Elizabeth Berney,elizabeth-berney,NY
James Milano,james-milano,NY
Patricia M. Maher,patricia-m-maher,NY
Asher Taub,asher-taub,NY
Kenneth Reynolds,kenneth-reynolds,NY
Steven Ari Z. Leiner,steven-ari-z-leiner,NY
Susan Kone,susan-kone,NY
Joseph Hayon,joseph-hayon,NY
Bob Turner,robert-l-turner,NY
Kevin Powell,kevin-powell,NY
Diana Muniz,diana-muniz,NY
Ernest Johnson,ernest-johnson,NY
Hugh C. Carr,hugh-c-carr,NY
Bruce Hirschfeld,bruce-hirschfeld,NY
George Martinez,george-martinez,NY
Alice Gaffney,alice-gaffney,NY
Michael A. Allegretti,michael-a-allegretti,NY
Dino Laverghetta,dino-laverghetta,NY
Reshma M. Saujani,reshma-m-saujani,NY
Ryan Brumberg,ryan-brumberg,NY
Timothy J. Healy,timothy-j-healy,NY
Michel Faulkner,michel-faulkner,NY
Vincent Scott Morgan,vincent-scott-morgan,NY
Adam Clayton Powell IV,adam-clayton-powell-iv,NY
Joyce S. Johnson,joyce-stanley-johnson,NY
Jonathan Tasini,jonathan-tasini,NY
Craig Schley,craig-schley,NY
Ruben Dario Vargas,ruben-dario-vargas,NY
David M. Johnson,david-m-johnson,NY
Frank Della Valle,frank-della-valle,NY
York Jay Kleinhandler,york-jay-kleinhandler,NY
Anthony Mele,anthony-mele,NY
Paul Stuart Wasserman,paul-stuart-wasserman,NY
Mark Rosen,mark-rosen,NY
Jim Russell,jim-russell,NY
Gregory R. Ball,gregory-r-ball,NY
Neil Anthony Di Carlo,neil-anthony-di-carlo,NY
David C. Mcfadden,david-c-mcfadden,NY
Kristia Natalia Cavere,kristia-natalia-cavere,NY
Eric Sundwall,eric-sundwall,NY
David A. Harper,david-a-harper,NY
Patrick Ziegler,patrick-ziegler,NY
James Tedisco,james-tedisco,NY
Theodore J. Danz Jr.,theodore-j-danz-jr,NY
George K. Phillips,george-k-phillips,NY
Andrew Phillip Bisselle,andrew-phillip-bisselle,NY
Stuart Brody,stuart-brody,NY
Matthew A. Doheny,matt-doheny,NY
Danny M. Francis,danny-m-francis,NY
Doug Hoffman,doug-hoffman,NY
Brian Mcgrath,brian-mcgrath,NY
Dierdre K. Scozzafava,dierdre-k-scozzafava,NY
Paul Beers Bertan,paul-beers-bertan,NY
Mark Ward Bitz,mark-ward-bitz,NY
Philip Fedele,philip-fedele,NY
Paul A. Ritacco,paul-a-ritacco,NY
Leonard A. Roberto,leonard-a-roberto,NY
Emin Eddie Egriu,emin-eddie-egriu,NY
Michael Neil Giuliano,michael-neil-giuliano,NY
Jill Rowland,jill-rowland,NY
Matt Zeller,matt-zeller,NY
Angelo Campini,angelo-campini,NY
Bismark Agbemble,bismark-agbemble,PA
Pia Varma,pia-varma,PA
Rick Hellberg,rick-hellberg,PA
Steven M. Fisher,steven-m-fisher,PA
Ed Franz,ed-franz,PA
Clayton W. Grabb,clayton-w-grabb,PA
Paul L. Huber,paul-l-huber,PA
David Brian Lasher,david-brian-lasher,PA
John A. Onorato,john-a-onorato,PA
Salvatore Peter Paparelli,salvatore-peter-paparelli,PA
Donna R. Reese,donna-r-reese,PA
D. Elaine Surma,d-elaine-surma,PA
Tom Trevorrow,tom-trevorrow,PA
Mel M. Marin,mel-m-marin,PA
Martha Moore,martha-moore,PA
Mary Beth Buchanan,mary-beth-buchanan,PA
Robert Clyde Klein,robert-clyde-klein,PA
Keith Rothfus ,keith-rothfus,PA
John Steven Vinsick,john-steven-vinsick,PA
Michael Pipe,michael-pipe,PA
Howard A. Cohen,howard-a-cohen,PA
Ryan A. Costello,ryan-a-costello,PA
Brian A. Gordon,brian-a-gordon,PA
Walter Ray Hufford,walter-ray-hufford,PA
Doug Pike,doug-pike,PA
Curt Schroder,curt-schroder,PA
Manan Trivedi ,manan-trivedi,PA
Scott Zelov,scott-zelov,PA
Patrick Henry Sellers,patrick-henry-sellers,PA
Gail M. Conner,gail-m-conner,PA
Bryan Lentz,bryan-lentz,PA
Ellen Teresa Touey,ellen-teresa-touey,PA
Steven D. Welch,steven-d-welch,PA
James D. Schneller,james-d-schneller,PA
Judith A. Algeo,judith-a-algeo,PA
Gloria Carlineo,gloria-carlineo,PA
Ira  Hoffman,ira-hoffman,PA
James Jones,james-jones,PA
Tom Lingenfelter,tom-lingenfelter,PA
Dean Malik,dean-malik,PA
Robert A. Jr. Mitchell,robert-a-jr-mitchell,PA
Jeffrey Schott,jeffrey-schott,PA
Eric Wisener,eric-wisener,PA
Chad Clopper,chad-clopper,PA
Tom Connors,tom-connors,PA
Malcolm L. Derk,malcolm-l-derk,PA
Steven A. Solieri,steven-a-solieri,PA
David Madeira,david-madeira,PA
Corey D. O'Brien,corey-d-obrien,PA
Christopher Howard Paige,christopher-howard-paige,PA
Brian Kelly,brian-kelly,PA
Ryan Bucchianeri,ryan-bucchianeri,PA
Tim Burns,tim-burns,PA
Ronald  Mackell Jr.,ronald-mackell-jr,PA
William Russell,william-russell,PA
Bruce Teich,bruce-teich,PA
Barbara H. Hafer,barbara-h-hafer,PA
Ed  Cernic Jr.,ed-cernic-jr,PA
Demo Agoris,demo-agoris,PA
Carson Dee Adcock,carson-dee-adcock,PA
Damian David Dachowski,damian-david-dachowski,PA
Brian Haughton,brian-haughton,PA
Charles L. Mcintyre,charles-l-mcintyre,PA
Joshua C. Quinter,joshua-c-quinter,PA
Melissa Ann Haluszczak,melissa-ann-haluszczak,PA
Joseph P. Nolan,joseph-p-nolan,PA
John B. Callahan,john-b-callahan,PA
Jake Towne,jake-towne,PA
Mat Benol,mat-benol,PA
Lois K. Herr,lois-k-herr,PA
Dave Argall,dave-argall,PA
Josh First,josh-first,PA
Allen Griffith,allen-griffith,PA
Frank Ryan,frank-ryan,PA
Sheila Dow-Ford,sheila-dow-ford,PA
Daniel C. Connolly,daniel-c-connolly,PA
Patrick Michael Kennedy,patrick-michael-kennedy,PA
Ryan Scott Sanders,ryan-scott-sanders,PA
Michael E. Smeltzer,michael-e-smeltzer,PA
Jeff Adams,jeff-adams,IL
Harold L. Bailey,harold-l-bailey,IL
Alex Dubuclet,alex-dubuclet,IL
Joanne Guillemette,joanne-guillemette,IL
Kenneth Lamar Johnson,kenneth-lamar-johnson,IL
Frederick Smith,frederick-smith,IL
Jon Stewart,jon-stewart,IL
Ray Wardingley,ray-wardingley,IL
Isaac C. Hayes,isaac-c-hayes,IL
Anthony W. Williams,anthony-w-williams,IL
Michael E. Mayden,michael-e-mayden,IL
Michael A. Bendas,michael-a-bendas,IL
Laurel Lambert Schmidt,laurel-lambert-schmidt,IL
Jorge Mujica,jorge-mujica,IL
Robert J. Burns,robert-j-burns,IL
Israel Vasquez,israel-vasquez,IL
David John Anderson,david-john-anderson,IL
David Ratowitz,david-ratowitz,IL
Matthew Reichel,matthew-reichel,IL
Frank Annunzio,frank-annunzio,IL
Alan Augustson,alan-augustson,IL
Gregory A Bedell,gregory-a-bedell,IL
Paul J Bryar,paul-j-bryar,IL
Cary Capparelli,cary-capparelli,IL
Peter Alexander Dagher,peter-alexander-dagher,IL
Jan H Donatelli,jan-h-donatelli,IL
Sara Feigenholtz,sara-feigenholtz,IL
Victor Alexander Forys,victor-alexander-forys,IL
Mark A. Fredrickson,mark-a-fredrickson,IL
John A Fritchey,john-a-fritchey,IL
Thomas Howard Geoghegan,thomas-howard-geoghegan,IL
Terrence A. Gilhooly,terrence-a-gilhooly,IL
Deb Leticia Gordils,deb-leticia-gordils,IL
Tom Hanson,tom-hanson,IL
Daniel S (Karkusiewicz) Kay,daniel-s-karkusiewicz-kay,IL
Mohammadali D Khan,mohammadali-d-khan,IL
Ashvin Prakash Lad,ashvin-prakash-lad,IL
Deborah Mell,deborah-mell,IL
Carlos A Monteagudo,carlos-a-monteagudo,IL
Patrick J. O'connor,patrick-j-oconnor,IL
Justin Pereira Oberman,justin-pereira-oberman,IL
Rosanna Pulido,rosanna-pulido,IL
Roger Thompson,roger-thompson,IL
Joey Vartanian,joey-vartanian,IL
Charles J Wheelan,charles-j-wheelan,IL
Andrew Williams,andrew-williams,IL
Benjamin S. Lowe,benjamin-s-lowe,IL
Kip Robbins,kip-robbins,IL
Mark M. Weiman,mark-m-weiman,IL
James Ascot,james-ascot,IL
Clarence D. Clemons,clarence-d-clemons,IL
Sharon Denise Dixon,sharon-denise-dixon,IL
Marshall E Sr Hatch,marshall-e-sr-hatch,IL
Darlena Williams Burnett,darlena-williams-burnett,IL
William E. Fraser,william-e-fraser,IL
Bill  Scheurer,bill-scheurer,IL
Dirk Beveridge,dirk-beveridge,IL
John Dawson,john-dawson,IL
Christopher Todd Geissler,christopher-todd-geissler,IL
Gregory S Jacobs,gregory-s-jacobs,IL
Maria Dolores Rodriguez,maria-dolores-rodriguez,IL
Joel Barry Pollak,joel-barry-pollak,IL
Simon Ribeiro,simon-ribeiro,IL
Susanne Atanus,susanne-atanus,IL
Vasquez Israel,vasquez-israel,IL
Morris Shanfield,morris-shanfield,IL
Dan Seals,dan-seals,IL
Michael Bond,michael-bond,IL
William J Cadigan,william-j-cadigan,IL
Elizabeth Coulson,elizabeth-coulson,IL
Arie Stephen Friedman,arie-stephen-friedman,IL
Richard Cronkhite Green,richard-cronkhite-green,IL
Paul Hamann,paul-hamann,IL
Julie Hamos,julie-hamos,IL
Elliot Richardson,elliot-richardson,MA
Milton J Sumption,milton-j-sumption,IL
David Mcaloon,david-mcaloon,IL
Henry W Jr Meers,henry-w-jr-meers,IL
Darrel Miller,darrel-miller,IL
Dave White,dave-white,IL
Rodger W. Jennings,rodger-w-jennings,IL
Teri Newman,teri-newman,IL
Theresa Mrs Kormos,theresa-mrs-kormos,IL
Scott Harper,scott-harper,IL
Daniel J. Kairis,daniel-j-kairis,IL
Jeffrey Danklefsen,jeffrey-danklefsen,IL
Ethan Allen Hastert,ethan-allen-hastert,IL
James Pistorius,james-pistorius,IL
James (Jim) Purcell,james-jim-purcell,IL
Mark A Vargas,mark-a-vargas,IL
David M. Gill,david-michael-gill,IL
Terry G. Campbell,terry-g-campbell,IL
George Walter Gaulrapp,george-walter-gaulrapp,IL
Roger K. Davis,roger-k-davis,IL
Deirdre Hirner,deirdre-hirner,IL
Sheldon Schafer,sheldon-schafer,IL
Carl Douglas Ray,carl-douglas-ray,IL
Timothy Clarke Bagwell,timothy-clarke-bagwell,IL
Michael Firsching,michael-firsching,IL
Peter Lindemulder III,peter-lindemulder-iii,IN
Robert A. Pastore,robert-a-pastore,IN
Eric L. Olson,eric-l-olson,IN
Adam A. Dombkowski,adam-a-dombkowski,IN
Richard (Ric) Holtz,richard-ric-holtz,IN
Mark J Leyva,mark-j-leyva,IN
Michael Petyo,michael-petyo,IN
Jayson Reeves,jayson-reeves,IN
Jack Edward Jordan,jack-edward-jordan,IN
Jackie Walorski,jackie-walorski,IN
Anthony Fredrick Zirkle,anthony-fredrick-zirkle,IN
Martin A. Dolan,martin-a-dolan,IN
Thomas Eldon Hayhurst,thomas-eldon-hayhurst,IN
Phillip James Troyer,phillip-james-troyer,IN
Gregory Lee Dickman,gregory-lee-dickman,IN
Thomas Allen Schrader,thomas-allen-schrader,IN
Robert (Bob) Thomas,robert-bob-thomas,IN
Randy Lee Borror,randy-lee-borror,IN
Terry Ryan Elijah,terry-ryan-elijah,IN
Rachel Grubb,rachel-grubb,IN
Daniel L. Dunham,daniel-l-dunham,IN
Michael C. (Mike) Hight,michael-c-mike-hight,IN
David Auram Sanders,david-auram-sanders,IN
Jon David Acton,jon-david-acton,IN
Charles E. Henderson,charles-e-henderson,IN
Brandt Hershman,brandt-hershman,IN
Eric Lee Wathen,eric-lee-wathen,IN
Cheryl Denise Allen,cheryl-denise-allen,IN
Mike Campbell,mike-campbell,IN
James Thomas Hass,james-thomas-hass,IN
Laron Keith,laron-keith,IN
Tara E. Nelson,tara-e-nelson,IN
Mark Powell,mark-powell,IN
Mark Seitz,mark-seitz,IN
"Phillip J. ""PJ"" Steffen",phillip-j-pj-steffen,IN
R. Michael Young,r-michael-young,IN
Ann B. Adcook,ann-b-adcook,IN
Carl J. Brizzi,carl-j-brizzi,IN
Adam David Dolce,adam-david-dolce,IN
Nasser Hausam Hanna,nasser-hausam-hanna,IN
Mark Andrew Lyons,mark-andrew-lyons,IN
John P. McGoff,john-p-mcgoff,IN
Brose Allen Mcvey,brose-allen-mcvey,IN
Michael B. Murphy,michael-b-murphy,IN
Tim Crawford,tim-crawford,IN
Luke Messer,luke-messer,IN
Chard Reid,richard-andrew-reid,IN
George Thomas Holland,george-thomas-holland,IN
Barry Welsh,barry-welsh,IN
Wayne E. Harmon,wayne-e-harmon,IN
Carlos A. May,carlos-andrew-may,IN
Rafael Ramirez,rafael-ramirez,IN
Carl Kakasuleff,carl-kakasuleff,IN
Bob Kern,bob-kern,IN
Pierre Quincy Pullins,pierre-quincy-pullins,IN
Marvin B Scott,marvin-b-scott,IN
John Wayne Cunningham,john-wayne-cunningham,IN
Billy Joseph Mahoney,billy-joseph-mahoney,IN
Dan Stockton,dan-stockton,IN
Kristi Risk,kristi-risk,IN
William Trent Van Haaften,william-trent-van-haaften,IN
Bud Bernitt,bud-bernitt,IN
John Lee Smith,john-lee-smith,IN
John K. Snyder,john-k-snyder,IN
Steve Westell,steve-westell,IN
Travis Hankins,travis-hankins,IN
Ronnie Joseph Kimsey,ronnie-joseph-kimsey,IN
John R Bottorff,john-r-bottorff,IN
Carol Johnson Smith,carol-johnson-smith,IN
James R. Jr Mcclure,james-r-jr-mcclure,IN
Lendall B Terry,lendall-b-terry,IN
Rick Warren,rick-warren,IN
Lamar Lemmons,lamar-lemmons,MI
Danny Edward Davis,danny-edward-davis,MI
Connie Saltonstall,connie-saltonstall,MI
Jason Allen,jason-allen,MI
Linda Goldthorpe,linda-goldthorpe,MI
Gary McDowell,gary-mcdowell,MI
Patrick Donlon,patrick-donlon,MI
Don Hooper,don-hooper,MI
Tom Stillings,tom-stillings,MI
Matthew Olson Gillard,matthew-olson-gillard,MI
Patrick Lambert,patrick-lambert,MI
Joel  Sheltrown,joel-sheltrown,MI
Glenn A. Wilson,glenn-a-wilson,MI
William C. Cooper,william-c-cooper,MI
Freddie Lee Johnson III,freddie-lee-johnson-iii,MI
Wayne Kuipers,wayne-kuipers,MI
Nicolette Mcclure,nicolette-mcclure,MI
Allen Jay Riemersma,allen-jay-riemersma,MI
John Field Reichardt,john-field-reichardt,MI
Edward Ted Schendel,edward-ted-schendel,MI
Jeffrey P. Wincel,jeffrey-p-wincel,MI
Chris Larson,chris-larson,MI
Michael Van Kleeck,michael-van-kleeck,MI
Steven R. Heacock,steven-r-heacock,MI
Clyde Preston Hardiman,clyde-preston-hardiman,MI
Robert John Overbeek,robert-john-overbeek,MI
Louise E. Johnson,louise-e-johnson,MI
Patrick A. Miles Jr.,patrick-a-miles-jr,MI
Matthew Maloley,matthew-maloley,MI
W. Paul Mayhue,w-paul-mayhue,MI
Jerry M. Campbell,jerry-m-campbell,MI
Rick Wilson,rick-wilson,MI
Scott Livingston Withers Jr.,scott-livingston-withers-jr,MI
John Kupiec,john-kupiec,MI
Joseph Levels,joseph-levels,MI
Jacob W. Hoogendyk Jr.,jacob-w-hoogendyk-jr,MI
Patrick Miller,patrick-miller,MI
Mel Vaulkner,mel-vaulkner,MI
Don Cooney,don-cooney,MI
Scott Aughney,scott-aughney,MI
Marvin Ernest Carlson,marvin-ernest-carlson,MI
Brian John Rooney,brian-john-rooney,MI
Michael Allen Stahly,michael-allen-stahly,MI
Gregory Merle,gregory-merle,MI
Kande Ngalamulume,kande-ngalamulume,MI
Lance Enderle,lance-enderle,MI
Gene Goodman,gene-goodman,MI
Andrew Rocky Raczkowski,andrew-rocky-raczkowski,MI
Paul F. Welday,paul-f-welday,MI
Richard D. Kuhn,richard-d-kuhn,MI
Anna Janek,anna-janek,MI
Henry Yanez,henry-yanez,MI
Natalie Mosher,natalie-mosher,MI
Michael Norbert Switalski,michael-norbert-switalski,MI
Don Volaric,donald-cecil-volaric,MI
Glenn Rodney Plummer,glenn-rodney-plummer,MI
John W. Broad,john-w-broad,MI
John Hauler,john-raymond-hauler,MI
Vincent T. Brown,vincent-t-brown,MI
Stephen Hume,stephen-hume,MI
Pauline Montie,pauline-montie,MI
Marc Sosnowski,marc-sosnowski,MI
Don Ukrainec,don-ukrainec,MI
Robert L. Steele,robert-l-steele,MI
John Joseph Lynch,john-joseph-lynch,MI
Wayne Brown,wayne-brown,MI
Matthew Furman,matthew-furman,MI
Tony Amorose,tony-amorose,MI
Majed Moughni,majed-moughni,MI
Steve Chabot,steve-chabot,OH
Eric Wilson,eric-wilson,OH
Jim Berns,jim-berns,OH
Jared Croxton,jared-croxton,OH
Rich Stevenson,rich-stevenson,OH
Thomas Todd Book,thomas-todd-book,OH
Robert Bryan Hawkins,robert-bryan-hawkins,OH
C. Michael Kilburn,c-michael-kilburn,OH
David H. Krikorian,david-h-krikorian,OH
Victoria Wulsin,victoria-wulsin,OH
Surya Yalamanchili,surya-yalamanchili,OH
Debbi Alsfelder,debbi-alsfelder,OH
Marc Johnston,marc-johnston,OH
Tim Martz,tim-martz,OH
Rene Louise Oberer,rene-louise-oberer,OH
Mark A. Macnealy,mark-a-macnealy,OH
Joe Roberts,joe-roberts,OH
Guy Fogle,guy-fogle,OH
Donald Charles Kissick,donald-charles-kissick,OH
Doug Litt,doug-litt,OH
Caleb Finkenbiner,caleb-finkenbiner,OH
Brian L. Smith,brian-l-smith,OH
Robert Wallis,robert-wallis,OH
Donald Kenneth Dr Allen,donald-kenneth-dr-allen,OH
Cory Mccusker,cory-mccusker,OH
Richard E Cadle,richard-e-cadle,OH
Martin J. Elsass,martin-j-elsass,OH
Jim Renner,jim-renner,OH
Richard D. Stobbs,richard-d-stobbs,OH
Chad A. Kreemer,chad-a-kreemer,OH
James John Barton,james-john-barton,OH
John Anderson,john-anderson,OH
Bill Conner,bill-conner,OH
David W. Easton,david-w-easton,OH
Olivia Freeman,olivia-freeman,OH
John R Mitchel,john-r-mitchel,OH
William R. Connor,william-r-connor,OH
Justin Coussoule,justin-coussoule,OH
Manfred Richard Schreyer,manfred-richard-schreyer,OH
James J. Condit,james-j-condit,OH
David A. Harlow,david-a-harlow,OH
Thomas F Mcmasters,thomas-f-mcmasters,OH
Richard Bradley Iott,richard-bradley-iott,OH
Jackie Lee Smith,jackie-lee-smith,OH
Joseph Michael Jaffe,joseph-michael-jaffe,OH
Jeremy D. Swartz,jeremy-d-swartz,OH
Dale R. Terry,dale-r-terry,OH
Peter J. Corrigan,peter-j-corrigan,OH
Thomas R. Olschlager,thomas-r-olschlager,OH
W. Benjamin Franklin,w-benjamin-franklin,OH
Jeff Goggins,jeff-goggins,OH
Thomas Pekarek,thomas-pekarek,OH
Isaac Powell,isaac-powell,OH
Daniel W. Reilly,daniel-w-reilly,OH
Paula L. Brooks,paula-l-brooks,OH
Robert M. Suwinski,robert-m-suwinski,OH
Andrew George Zukowski,andrew-george-zukowski,OH
Bob Fitrakis,bob-fitrakis,OH
Eddie Florek,eddie-florek,OH
Travis M. Irvine,travis-m-irvine,OH
Jason Ashley Meade,jason-ashley-meade,OH
Lance Reed,lance-reed,OH
Justin Paul Wooden,justin-paul-wooden,OH
James F.B Brihan,james-fb-brihan,OH
Bill Haney,bill-haney,OH
Jim Hrubik,jim-hrubik,OH
Christopher Todd Sharkey,christopher-todd-sharkey,OH
William Michael O'neill,william-michael-oneill,OH
Dale Virgil Blanchard,dale-virgil-blanchard,OH
John H. Green,john-h-green,OH
John M. Jelenic,john-m-jelenic,OH
Scott Alan Hubbard,scott-alan-hubbard,OH
David B. Ryon,david-b-ryon,OH
John Adams,john-adams,OH
Ralph A. Applegate,ralph-a-applegate,OH
Bill Kammerer,bill-kammerer,OH
Chris Macisco,chris-macisco,OH
Jeffrey J. Blevins,jeffrey-j-blevins,OH
Matt Miller,matt-miller,OH
Paul Schiffer,paul-schiffer,OH
H. Doyle Smith,h-doyle-smith,OH
Murrell Elliot Henderson,murrell-elliot-henderson,OH
James J. Graham,james-j-graham,OH
Robert Crow,robert-crow,OH
Damian P. Degenova,damian-p-degenova,OH
Elaine R. Mastromatteo,elaine-r-mastromatteo,OH
Dan Moadus,dan-moadus,OH
James A. Traficant Jr.,james-a-traficant-jr,OH
Patrick T. Carlisle,patrick-t-carlisle,OH
Fred Dailey,fred-dailey,OH
Hombre Liggett,hombre-liggett,OH
Jeanette Moll,jeanette-moll,OH
David Daubenmire,david-daubenmire,OH
Beau  Bromberg,beau-bromberg,OH
Ron Hood,ron-hood,OH
Michael D. Royer,michael-d-royer,OH
Lindsey Dean Sutton,lindsey-dean-sutton,OH
Christopher Clayton,christopher-clayton,OH
Paulette Garin,paulette-garin,WI
Paul Morel,paul-morel,WI
Joseph Kexel,joseph-kexel,WI
John Heckenlively,john-heckenlively,WI
Chad Lee ,chad-lee,WI
Daniel Peter Theron,daniel-peter-theron,WI
